,School_Name,Address_Line_1,Address_Town,Address_Postcode,LGA_ID,LGA_Name,X,Y
805,Lara Primary School,120 Flinders Avenue,Lara,3212,275,Greater Geelong (C),144.410543,-38.015915
806,Mullum Primary School,18 Panfield Avenue,Ringwood,3134,441,Maroondah (C),145.239443,-37.797737
807,Cranbourne Park Primary School,1 Tucker Street,Cranbourne,3977,161,Casey (C),145.277745,-38.104064
808,Viewbank Primary School,2-10 Nevin Parade,Viewbank,3084,66,Banyule (C),145.08999,-37.73473
809,Greenhills Primary School,Mine Street,Greensborough,3088,66,Banyule (C),145.118648,-37.692278
810,Upwey South Primary School,91 Morris Road,Upwey,3158,745,Yarra Ranges (S),145.3268393,-37.91313917
811,Simpson Primary School,1 Cockayne Street,Simpson,3266,183,Corangamite (S),143.20788,-38.498615
812,Eltham East Primary School,16 Grove Street,Eltham,3095,571,Nillumbik (S),145.154861,-37.711432
813,Belvedere Park Primary School,30 Belvedere Road,Seaford,3198,217,Frankston (C),145.146925,-38.109838
814,Essex Heights Primary School,22 - 30 Essex Road,Mount Waverley,3149,497,Monash (C),145.115635,-37.862991
815,Mountain Gate Primary School,Adele Avenue,Ferntree Gully,3156,367,Knox (C),145.269706,-37.885691
816,Fairhills Primary School,Manuka Drive,Ferntree Gully,3156,367,Knox (C),145.264799,-37.8696
817,Boronia West Primary School,25 Tormore Road,Boronia,3155,367,Knox (C),145.278481,-37.858563
818,Southmoor Primary School,Rica Street,Moorabbin,3189,343,Kingston (C),145.056969,-37.941178
819,Ringwood Heights Primary School,60 Summit Crescent,Ringwood North,3134,441,Maroondah (C),145.217212,-37.804226
820,Glenroy Specialist School,208 Hilton St,Glenroy,3046,525,Moreland (C),144.9205292,-37.69935785
821,Ruskin Park Primary School,18 - 20 Ruskin Ave,Croydon,3136,441,Maroondah (C),145.29616,-37.798944
822,Emerson School,1430 Heatherton Road,Dandenong,3175,267,Greater Dandenong (C),145.208098,-37.969865
823,Fyans Park Primary School,37 Cook Street,Newtown,3220,275,Greater Geelong (C),144.326861,-38.153799
824,Karingal Primary School,Mallum Avenue,Frankston,3199,217,Frankston (C),145.152277,-38.137924
825,Mount View Primary School,274-288 Gallaghers Rd,Glen Waverley,3150,497,Monash (C),145.178805,-37.883485
826,Syndal South Primary School,14 Montgomery Avenue,Mount Waverley,3149,497,Monash (C),145.143301,-37.879086
827,Montmorency South Primary School,64 Buena Vista Drive,Montmorency,3094,66,Banyule (C),145.12989,-37.724916
828,Berendale School,2 Berend Street,Hampton East,3188,91,Bayside (C),145.031808,-37.938959
829,Altona North Primary School,51 Cresser Street,Altona North,3025,311,Hobsons Bay (C),144.849169,-37.836977
830,Burwood Heights Primary School,Cnr Hawthorn & Mahoneys Rds,Burwood East,3151,698,Whitehorse (C),145.163275,-37.846754
831,Stawell West Primary School,80-88 Cooper Street,Stawell,3380,581,Northern Grampians (S),142.771294,-37.065765
832,Watsonia Heights Primary School,61 Henry Street,Greensborough,3088,66,Banyule (C),145.100728,-37.715299
833,Forest Street Primary School,Cnr Forest & Hancock Streets,Wendouree,3355,57,Ballarat (C),143.835429,-37.523192
834,Pembroke Primary School,Pembroke Road,Mooroolbark,3138,745,Yarra Ranges (S),145.327244,-37.796796
835,Mahogany Rise Primary School,23 Jenkens Street,Frankston North,3200,217,Frankston (C),145.157399,-38.125617
836,Wilmot Road Primary School Shepparton,84-90 Wilmot Road,Shepparton,3630,283,Greater Shepparton (C),145.405898,-36.398498
837,Bundoora Primary School,6 Bendoran Crescent,Bundoora,3083,66,Banyule (C),145.062989,-37.707339
838,University Park Primary School,Lister Street,St Albans,3021,118,Brimbank (C),144.80307,-37.754886
839,St Albans Heights Primary School,Norwich Street,St Albans,3021,118,Brimbank (C),144.810368,-37.748654
840,Kerang South Primary School,1 Mitchell Street,Kerang,3579,225,Gannawarra (S),143.927155,-35.741229
841,Hume Valley School,15- 41 Koroit Avenue,Broadmeadows,3047,327,Hume (C),144.927013,-37.672396
842,Mentone Park Primary School,Broome Avenue,Mentone,3194,343,Kingston (C),145.082797,-37.98001
843,Donvale Primary School,Elata Street,Donvale,3111,421,Manningham (C),145.173778,-37.800414
844,Bell Park North Primary School,16-26 Barton Street,Bell Park,3215,275,Greater Geelong (C),144.336022,-38.105894
845,Boronia Heights Primary School,Landscape Drive,Boronia,3155,367,Knox (C),145.296485,-37.844571
846,Glenallen School,7 Allen Street,Glen Waverley,3150,497,Monash (C),145.1617465,-37.8883595
847,Churchill Primary School,Coleman Parade,Churchill,3842,381,Latrobe (C),146.415424,-38.311104
848,Montpellier Primary School,21-31 Lambhill Crescent,Highton,3216,275,Greater Geelong (C),144.316119,-38.166268
849,Bayswater South Primary School,Enfield Drive,Bayswater,3153,367,Knox (C),145.261347,-37.854897
850,Seaford North Primary School,81 Hallifax Street,Seaford,3198,217,Frankston (C),145.133607,-38.09016
851,Morwell Park Primary School,76 - 82 Vary Street,Morwell,3840,381,Latrobe (C),146.42446,-38.227932
852,Lalor East Primary School,39 Cleveland Street,Thomastown,3074,707,Whittlesea (C),145.035535,-37.67658
853,Jackson School,40-46 Mulhall Drive,St Albans,3021,118,Brimbank (C),144.814184,-37.756022
854,Carlton Primary School,150 Palmerston Street,Carlton,3053,460,Melbourne (C),144.97045,-37.795602
855,Oberon South Primary School,Tintinara Crescent,Belmont,3216,275,Greater Geelong (C),144.339463,-38.188071
856,Templestowe Valley Primary School,15 Birchwood Avenue,Lower Templestowe,3107,421,Manningham (C),145.10938,-37.760611
857,Highvale Primary School,33 Ashton Street,Glen Waverley,3150,497,Monash (C),145.174068,-37.867021
858,Watsonia North Primary School,16 Sharpes Road,Watsonia North,3087,66,Banyule (C),145.080509,-37.700395
859,Wooranna Park Primary School,89-105 Carlton Road,Dandenong,3175,267,Greater Dandenong (C),145.216358,-37.960245
860,Knox Park Primary School,Kathryn Road,Knoxfield,3180,367,Knox (C),145.251402,-37.883627
861,Birralee Primary School,Heyington Avenue,Doncaster,3108,421,Manningham (C),145.113348,-37.793418
862,Ararat North Primary School,66 Blake Street,Ararat,3377,26,Ararat (RC),142.940052,-37.274648
863,Derinya Primary School,Overport Road,Frankston South,3199,217,Frankston (C),145.120945,-38.174436
864,Thomastown West Primary School,98-112 Main Street,Thomastown,3074,707,Whittlesea (C),145.0007873,-37.67870395
865,Rowville Primary School,Paratea Drive,Rowville,3178,367,Knox (C),145.237108,-37.922924
866,Mossfiel Primary School,15a Langridge Street,Hoppers Crossing,3029,726,Wyndham (C),144.696117,-37.872881
867,Templestowe Heights Primary School,276-300 High Street,Templestowe Lower,3107,421,Manningham (C),145.119353,-37.767214
868,Ballam Park Primary School,Belar Avenue,Frankston,3199,217,Frankston (C),145.158282,-38.147457
869,Sunbury West Primary School,479-491 Elizabeth Drive,Sunbury,3429,327,Hume (C),144.712922,-37.574799
870,Gladstone Park Primary School,15 - 25 South Circular Road,Gladstone Park,3043,327,Hume (C),144.886579,-37.687146
871,Manchester Primary School,Monomeith Street,Mooroolbark,3138,745,Yarra Ranges (S),145.308401,-37.772266
872,Glendal Primary School,55 Nottingham Street,Glen Waverley,3150,497,Monash (C),145.159037,-37.867082
873,Bimbadeen Heights Primary School,118 Hayrick Lane,Mooroolbark,3138,745,Yarra Ranges (S),145.3211445,-37.77376388
874,Wattle View Primary School,Wattletree Road,Ferntree Gully,3156,367,Knox (C),145.278016,-37.875825
875,Sherbourne Primary School,17 Outlook Crescent,Briar Hill,3088,66,Banyule (C),145.130077,-37.708908
876,Donburn Primary School,Colchester Drive,Doncaster East,3109,421,Manningham (C),145.165525,-37.787456
877,Guthrie Street Primary School Shepparton,33-69 Guthrie Street,Shepparton,3630,283,Greater Shepparton (C),145.390967,-36.398497
878,Araluen Primary School,Patten Street,Sale,3850,681,Wellington (S),147.089065,-38.108052
879,Royal Childrens Hospital Education Institute,"Suite 1.4, Level 1",Parkville,3052,460,Melbourne (C),144.9509694,-37.79434935
880,Vermont South Special School,22-30 Livingstone Road,Vermont South,3133,698,Whitehorse (C),145.180596,-37.85114
881,Concord School,411 Grimshaw Street,Bundoora,3083,66,Banyule (C),145.075008,-37.701999
882,Deer Park West Primary School,Quinn Street,Deer Park,3023,118,Brimbank (C),144.764437,-37.772
883,Campbellfield Heights Primary School,1-13 Laurel Crescent,Campbellfield,3061,327,Hume (C),144.96587,-37.674326
884,Lalor North Primary School,2 Derna Crescent,Lalor,3075,707,Whittlesea (C),145.0285352,-37.66415051
885,Melton West Primary School,2 Rathdowne Circuit,Melton West,3337,465,Melton (C),144.567489,-37.677483
886,Diamond Creek East Primary School,129-163 Main Hurstbridge Road,Diamond Creek,3089,571,Nillumbik (S),145.165596,-37.674193
887,Brandon Park Primary School,1-5 Ninevah Crescent,Wheelers Hill,3150,497,Monash (C),145.173248,-37.914319
888,Bayswater West Primary School,Phyllis Street,Bayswater,3153,367,Knox (C),145.253048,-37.849069
889,Mornington Park Primary School,Robertson Drive,Mornington,3931,534,Mornington Peninsula (S),145.058751,-38.226026
890,Wodonga South Primary School,15 Cartwright Street,Wodonga,3690,717,Wodonga (C),146.893995,-36.139617
891,Aldercourt Primary School,Silver Avenue,Frankston North,3200,217,Frankston (C),145.161618,-38.116618
892,Richmond West Primary School,25 Lennox Street,Richmond,3121,735,Yarra (C),144.995735,-37.813626
893,Marlborough Primary School,Hardy Crescent,Heathmont,3135,441,Maroondah (C),145.232942,-37.836412
894,Stevensville Primary School,52 Kings Road,St Albans,3021,118,Brimbank (C),144.781207,-37.736097
895,Birmingham Primary School,43-49 Francis Crescent,Mount Evelyn,3796,745,Yarra Ranges (S),145.3685172,-37.77958096
896,Woodville Primary School,33-57 Warringa Crescent,Hoppers Crossing,3029,726,Wyndham (C),144.69123,-37.883771
897,Glengala Primary School,1-23 Kermeen Street,Sunshine West,3020,118,Brimbank (C),144.814068,-37.798987
898,Karingal Heights Primary School,Havana Crescent,Frankston,3199,217,Frankston (C),145.166813,-38.141476
899,Wallarano Primary School,38-64 Wallarano Drive,Noble Park,3174,267,Greater Dandenong (C),145.170823,-37.979621
900,Victoria Road Primary School,44 Victoria Road,Lilydale,3140,745,Yarra Ranges (S),145.336107,-37.755181
901,Mooroolbark East Primary School,Taylor Road,Mooroolbark,3138,745,Yarra Ranges (S),145.335705,-37.78680042
902,Ardeer South Primary School,59-75 Murray Street,Sunshine West,3020,118,Brimbank (C),144.798996,-37.788396
903,Gladesville Primary School,48 Gladesville Drive,Kilsyth,3137,745,Yarra Ranges (S),145.3229128,-37.811101
904,Falls Creek Primary School,15 Slalom Street,Falls Creek,3699,939,Unincorporated Vic,147.2797609,-36.86431196
905,Debney Meadows Primary School,100 Victoria Street,Flemington,3031,506,Moonee Valley (C),144.935148,-37.785985
906,Fountain Gate Primary School,7-21 Prospect Hill Road,Narre Warren,3805,161,Casey (C),145.2951998,-38.0094246
907,Tinternvale Primary School,Tintern Avenue,Ringwood East,3135,441,Maroondah (C),145.265345,-37.818406
908,Grovedale West Primary School,85 Heyers Road,Grovedale,3216,275,Greater Geelong (C),144.328948,-38.208278
909,Baringa Special School,47 Staff Street,Moe,3825,381,Latrobe (C),146.2572,-38.191745
910,Naranga Special School,14 Naranga Crescent,Frankston,3199,217,Frankston (C),145.163005,-38.147158
911,Kent Park Primary School,Greenaway Drive,Ferntree Gully,3156,367,Knox (C),145.262733,-37.883491
912,Deer Park North Primary School,18-36 Mawson Avenue,Deer Park,3023,118,Brimbank (C),144.774029,-37.756135
913,Rosewood Downs Primary School,25 Murray Road,Dandenong North,3175,267,Greater Dandenong (C),145.213459,-37.944112
914,Mooroopna Park Primary School,45 MacIsaac Road,Mooroopna,3629,283,Greater Shepparton (C),145.34594,-36.380103
915,Coburn Primary School,26-42 Richard Road,Melton South,3338,465,Melton (C),144.572662,-37.694868
916,Manorvale Primary School,232-246 Greaves St North,Werribee,3030,726,Wyndham (C),144.643892,-37.89406
917,Gladstone Views Primary School,195 - 227 Carrick Drive,Gladstone Park,3043,327,Hume (C),144.89837,-37.68901
918,Wheelers Hill Primary School,134-148 Whites Lane,Wheelers Hill,3150,497,Monash (C),145.177594,-37.90017
919,Ashwood School,Montpellier Road,Ashwood,3147,497,Monash (C),145.107162,-37.859665
920,Broadmeadows Valley Primary School,Dimboola Road,Broadmeadows,3047,327,Hume (C),144.914095,-37.681404
921,Bulleen Heights School,49-61 Pleasant Road,Bulleen,3105,421,Manningham (C),145.09506,-37.763285
922,Kingston Heath Primary School,25 Farm Road,Cheltenham,3192,343,Kingston (C),145.07907,-37.962778
923,Andersons Creek Primary School,36-42 Drysdale Road,Warrandyte,3113,421,Manningham (C),145.20768,-37.74822
924,Waverley Meadows Primary School,11 Columbia Drive,Wheelers Hill,3150,497,Monash (C),145.184278,-37.914752
925,Kingswood Primary School,1-25 Plaza Crescent,Dingley Village,3172,343,Kingston (C),145.123796,-37.982996
926,Ascot Vale Heights School,1 Tasma Street,Ascot Vale,3032,506,Moonee Valley (C),144.932355,-37.776821
927,Camelot Rise Primary School,Galahad Crescent,Glen Waverley,3150,497,Monash (C),145.187775,-37.865278
928,Livingstone Primary School,25 - 29 Livingstone Road,Vermont South,3133,698,Whitehorse (C),145.18067,-37.85289
929,Churchill North Primary School,Blackwood Crescent,Churchill,3842,381,Latrobe (C),146.416953,-38.304642
930,St Albans Meadows Primary School,2A Laurel Street,St Albans,3021,118,Brimbank (C),144.817775,-37.753367
931,Silverton Primary School,77-123 Jacksons Road,Noble Park North,3174,267,Greater Dandenong (C),145.192882,-37.949229
932,Kalinda Primary School,39-49 Kalinda Road,Ringwood,3134,441,Maroondah (C),145.254827,-37.7893
933,Whittington Primary School,1-11 Worden Court,Whittington,3219,275,Greater Geelong (C),144.395007,-38.17815
934,Coldstream Primary School,Kelso Street,Coldstream,3770,745,Yarra Ranges (S),145.3827071,-37.73255846
935,Templestowe Park Primary School,399-409 Church Road,Templestowe,3106,421,Manningham (C),145.143259,-37.756273
936,River Gum Primary School,63 Fordholm Road,Hampton Park,3976,161,Casey (C),145.260507,-38.034654
937,Regency Park Primary School,Amesbury Avenue,Wantirna,3152,367,Knox (C),145.236165,-37.854873
938,Dorset Primary School,1-11 Rescorla Avenue,Croydon,3136,441,Maroondah (C),145.285748,-37.810084
939,Eastbourne Primary School,Allambi Avenue,Capel Sound,3940,534,Mornington Peninsula (S),144.8835,-38.373764
940,Thomastown Meadows Primary School,13-21 Diplomat Drive,Thomastown,3074,707,Whittlesea (C),144.993096,-37.682589
941,Kingsley Park Primary School,Franciscan Avenue,Frankston,3199,217,Frankston (C),145.155704,-38.16808
942,James Cook Primary School,29-59 James Cook Drive,Endeavour Hills,3802,161,Casey (C),145.245853,-37.979065
943,Movelle Primary School,39 Gum Road,KINGS PARK,3021,118,Brimbank (C),144.775361,-37.737711
944,Mount Eliza North Primary School,6 Moseley Drive,Mount Eliza,3930,534,Mornington Peninsula (S),145.10054,-38.188401
945,Melrose Primary School,25 Silva Drive,West Wodonga,3690,717,Wodonga (C),146.861418,-36.130505
946,Yarrabah School,23 Mill Street,Aspendale,3195,343,Kingston (C),145.096687,-38.013994
947,Frankston Special Developmental School,Sassafras Drive,Frankston,3199,217,Frankston (C),145.170197,-38.143298
948,Waratah Special Developmental School,228 Banksia Street,Bellfield,3081,66,Banyule (C),145.040741,-37.756289
949,Port Phillip Specialist School,Cnr Nott & Pool Streets,Port Melbourne,3207,590,Port Phillip (C),144.9419729,-37.83678831
950,Cobram and District Specialist School,4-8 Hume Street,Cobram,3644,490,Moira (S),145.651577,-35.925817
951,Monash Special Developmental School,15-25 Academy Avenue,Wheelers Hill,3150,497,Monash (C),145.1657962,-37.9069788
952,Iramoo Primary School,261 - 269 Mcgrath Road,Wyndham Vale,3024,726,Wyndham (C),144.628567,-37.895871
953,Verney Road School,2 Verney Road,Shepparton,3630,283,Greater Shepparton (C),145.415292,-36.367444
954,Weeden Heights Primary School,41-51 Weeden Drive,Vermont South,3133,698,Whitehorse (C),145.177637,-37.85916
955,Mill Park Primary School,Blamey Avenue,Mill Park,3082,707,Whittlesea (C),145.0658816,-37.6746058
956,Diamond Valley Special Developmental School,14-24 Brentwick Drive,Greensborough,3088,571,Nillumbik (S),145.1116531,-37.68675447
957,Melton Specialist School,159-211 Coburns Road,Melton,3337,465,Melton (C),144.56822,-37.68057
958,Springvale Park Special Developmental School,13-15 Sandown Road,Springvale,3171,267,Greater Dandenong (C),145.1543122,-37.94935521
959,Warringa Park School,81 Warringa Crescent,Hoppers Crossing,3029,726,Wyndham (C),144.687587,-37.884042
960,Serpell Primary School,Tuckers Road,Templestowe,3106,421,Manningham (C),145.155574,-37.769901
961,Mount Martha Primary School,37 - 55 Glenisla Drive,Mount Martha,3934,534,Mornington Peninsula (S),145.01373,-38.275563
962,Altona Meadows Primary School,78-88 Alma Avenue,Altona Meadows,3028,311,Hobsons Bay (C),144.779729,-37.868687
963,The Patch Primary School,53 Kallista-Emerald Road,The Patch,3792,745,Yarra Ranges (S),145.392841,-37.892418
964,Sale and District Specialist School,333 Princes Highway,Sale,3850,681,Wellington (S),147.070977,-38.081661
965,Jells Park Primary School,17-33 Petronella Avenue,Wheelers Hill,3150,497,Monash (C),145.192851,-37.902837
966,Albanvale Primary School,54-64 Diamond Avenue,Albanvale,3021,118,Brimbank (C),144.774419,-37.744023
967,Kismet Park Primary School,Mcewen Drive,Sunbury,3429,327,Hume (C),144.728671,-37.565246
968,Sovereign Hill School,Bradshaw Street,Ballarat,3350,57,Ballarat (C),143.8652572,-37.57581638
969,Kunyung Primary School,50 Kunyung Road,Mount Eliza,3930,534,Mornington Peninsula (S),145.07623,-38.187675
